centro_nro_registro,centro_tipo,dependecia_funcional,dependecia_patrimonial,oferta_asistecial,municipio_nombre,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_informacon_adicional,direccion_codigo_postal,localizacion_coordenada_x,localizacion_coordenada_y,latitud,longitud
CS6031,Centro Polivalente,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Jorge Juan,82,PUERTA 1,28009,442710,4474956,40.42326359278913,-3.6753455629286416
CS6037,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Luis Pando,5,LOCAL,28047,436760,4472749,40.40295110557561,-3.745260566257425
CS6040,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Santa Engracia,56,1ş IZQUIERDA,28010,440782,4476232,40.434623404655696,-3.6981904890185064
CS6042,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CLLON,de Juan de Mata Gómez,3,LOCAL,28017,445091,4476031,40.433108331654836,-3.6473724628630624
CS6044,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Camino Viejo de Leganés,10,LOCAL 1,28019,438550,4471575,40.39250920326006,-3.724054375672634
CS6046,Clínica dental,Privado No Benéfico,Privados,Implantación de tejidos,Madrid,CALLE,del General Ricardos,130,1şA,28019,438229,4471445,40.3913143593857,-3.7278237640746177
CS6047,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del General Ricardos,27,DUPLICADO 1ş ,28019,439014,4471956,40.39597553565832,-3.718624043628922
CS6055,Centro de salud mental,Privado No Benéfico,Privados,Psicología clínica,Madrid,CALLE,del General Castańos,5,1ş IZQUIERDA,28004,441122,4475185,40.42521567645877,-3.694085132657895
CS6060,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Isla de Tavira,24,BAJO,28035,439076,4481425,40.48128069268528,-3.7188014542520134
CS6062,Centro Polivalente,Privado No Benéfico,Privados,Radiodiagnóstico,Madrid,CALLE,de Oquendo,23,BAJO 2,28006,442146,4476892,40.44066500124529,-3.6821698783552383
CS6064,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PLAZA,de Peńa Horcajo,7,LOCAL DCHO,28035,438850,4481791,40.48456112965792,-3.721502978620524
CS6066,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Zurbano,34,,28010,441183,4475761,40.43040887201907,-3.693419372718057
CS6067,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Guillermo Pingarrón,1,1ş ESC.DRCHA,28018,444968,4470999,40.387769009846906,-3.648387319514304
CS6079,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Suecia,37,LOCAL ,28022,448725,4475182,40.425691972976786,-3.6044617706192366
CS6080,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Corregidor Alonso de Tobar,11,LOCAL,28030,444936,4472770,40.40372113678703,-3.648917469836636
CS6082,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Pediatría,Madrid,CALLE,de Valle Inclán,97,,28044,434241,4469801,40.37619929986792,-3.7746391987712395
CS6083,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Obtención de muestras,Madrid,CALLE,de Cea Bermúdez,10,,28003,440026,4476717,40.4389383232686,-3.707148994723569
CS6091,Centro Polivalente,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de Jorge Juan,141,LOCAL,28028,443352,4474922,40.42300126046637,-3.6677750045541795
CS6097,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Labrador,12,LOCAL B,28005,440443,4472599,40.401871418938875,-3.7018468899210606
CS6099,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Terapia ocupacional,Madrid,CALLE,del Alcalde Sáinz de Baranda,40,BAJO,28009,442906,4474213,40.41658373177183,-3.672968527538162
CS6108,Centro Polivalente,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,del Collado de las Vertientes,3,BAJO LOCAL,28053,443403,4471523,40.3923846542389,-3.6668715519326294
CS6109,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Hilarión Eslava,55,3ş 5,28015,439231,4476703,40.438754489403266,-3.716520751090106
CS6113,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Villastar,4,LOCAL 3,28021,439599,4466252,40.34463352047324,-3.7111908691953412
CS6121,Otros centros especializados,Otros CESS Públicos,Municipal,Obtención de muestras,Madrid,PASEO,de la Chopera,12,,28045,440757,4471574,40.392660093715534,-3.69805145974468
CS6124,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Oslo,12,LOCAL,28022,449018,4475105,40.42501631409698,-3.6010017099057503
CS6125,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de María Zayas,2,2ş C,28039,440611,4478945,40.45905108428829,-3.7004601504797825
CS6129,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Géminis,24,LOCAL (CON EN,28042,450842,4480696,40.47549337951414,-3.57993334813673
CS6131,Otros centros especializados,Privado No Benéfico,Privados,Atención sanitaria a drogodependientes,Madrid,CALLE,de Antonia Rodríguez Sacristán,8,,28044,436722,4469386,40.37265285798349,-3.7453742812606596
CS6132,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Fuente de Lima,33,BAJO C,28024,433715,4470612,40.383463420118574,-3.780919276269581
CS6146,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Terapias no convencionales,Madrid,CALLE,de Fermín Caballero,51,1şD,28034,440119,4481744,40.484230232758215,-3.706526821854392
CS6147,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Marqués de la Ensenada,14,1Ş PLANTA P 12,28004,441286,4475152,40.4249299865505,-3.6921489002158676
CS6151,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Soledad Cazorla,4,LOCAL BAJO IZ,28044,434152,4469856,40.3766877340709,-3.775693207387105
CS6153,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Terapias no convencionales,Madrid,CALLE,de Cochabamba,13,BAJO 4,28016,442277,4478565,40.45574526877896,-3.6807773900835823
CS6158,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Pediatría,Madrid,CALLE,de Mirueńa,S/N,,28024,-109,-208,-0.001876027640922665,-7.48972041676318
CS6159,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de los Extremeńos,2,LOCAL,28018,445137,4470727,40.385329810797124,-3.6463728560886155
CS6165,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Cordillera de Cuera,26,LOCAL BAJO E,28053,443222,4471000,40.38766084920846,-3.6689574811440813
CS6166,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,AVDA,de Daroca,72,PORTAL 6 1ş C,28017,444788,4475509,40.42838581144216,-3.650899247882984
CS6167,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de San Benito,45,BAJO B,28029,441071,4480207,40.47045244916429,-3.6951522842880813
CS6168,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Serrano,217,BAJO-DERECHA,28016,442465,4478417,40.454425053143545,-3.6785468782720785
CS6169,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Fernández de los Ríos,67,LOCAL,28015,439470,4476312,40.43524962806739,-3.7136656903013825
CS6170,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,del Monte Igueldo,23,1ş,28053,443307,4471982,40.3965130608033,-3.6680434926507033
CS6181,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Podología,Madrid,CALLE,del Camino de los Vinateros,3,LOCAL 9,28030,444102,4473607,40.41120573568886,-3.658818889881348
CS6186,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Antonio López,134 B,1şD,28026,440276,4471460,40.39159877302799,-3.7037079169746803
CS6195,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,AVDA,de Portugal,157,LOCAL IZQDO,28011,437306,4473588,40.41055045839332,-3.738909314753282
CS6198,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PLAZA,del Perú,1,ESC.DCHA 1şC,28016,442599,4479048,40.460118655984935,-3.677023693553314
CS6201,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Claudio Coello,126,2ş ESC.A,28006,441896,4476509,40.437197324860264,-3.685082462170115
CS6206,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Narváez,32,1şC,28009,442631,4474694,40.420897918516935,-3.6762531324152627
CS6208,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Atención sanitaria domiciliaria,Madrid,CALLE,Vía Carpetana,202,,28047,437409,4472038,40.39659515147311,-3.7375430368933604
CS6210,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Enfermería,Madrid,CALLE,de Guzmán el Bueno,11,,28015,439472,4475869,40.43125904085211,-3.71359992220173
CS6216,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Fernando el Católico,36,LOCAL,28015,439633,4476204,40.43428856509156,-3.711733756553979
CS6220,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Bravo Murillo,153,1şD,28020,440345,4478110,40.45151000778734,-3.7035187870562707
CS6221,Centro Polivalente,Privado No Benéfico,Privados,Cardiología,Madrid,PASEO,de la Castellana,121,LOCAL 10 Y 11,28046,441439,4478799,40.45779461642201,-3.6906815605658903
CS6223,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Enfermería,Madrid,CALLE,de Segovia,4,,28005,439770,4473918,40.41370518615985,-3.7099020929929525
CS6224,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CTRA,de Canillas,43,LOCAL,28043,445130,4479392,40.463388565454785,-3.647203068976108
CS6228,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Hermosilla,42,1ş A,28001,442104,4475283,40.42616742490019,-3.682518504658164
CS6230,Otros centros especializados,Mutua de Accidentes de Trabajo,Mútua Patronal,Medicina general/de familia,Madrid,PASEO,de las Acacias,30,,28005,439779,4472796,40.40359833161961,-3.709689840846122
CS6232,Clínica dental,Privado No Benéfico,Privados,Cirugía maxilofacial,Madrid,CALLE,de Santa Engracia,28,1ş A Y B,28010,440886,4475865,40.43132469865281,-3.6969302626607914
CS6237,Centro Polivalente,Privado No Benéfico,Privados,Cirugía ortopédica y Traumatología,Madrid,CALLE,del Príncipe de Vergara,13,3ş B,28001,442275,4475067,40.42423347091278,-3.680483161861562
CS6240,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Psicología clínica,Madrid,AVDA,del Doctor Federico Rubio y Galí,84,,28040,439442,4478497,40.45493095835835,-3.7142041098066203
CS6244,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PASEO,de San Francisco de Sales,33,2ş C,28003,439493,4477097,40.44232290970187,-3.7134692883499136
CS6252,Consulta médica,Privado No Benéfico,Privados,Angiología y Cirugía Vascular,Madrid,CALLE,de Rodríguez San Pedro,66,LOCAL,28015,439340,4475948,40.431961090699374,-3.7151635717614346
CS6256,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Medicina general/de familia,Madrid,CALLE,de Mariano Vela,62,,28026,439752,4470333,40.38140844992231,-3.7097750026274054
CS6261,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Delmira Agustini,16,LOCAL,28021,441615,4467262,40.35387572568202,-3.6875475408551655
CS6269,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Enfermería,Madrid,CALLE,de Aquitania,22,,28032,447603,4474416,40.418721463263275,-3.617624771170173
CS6272,Consulta médica,Privado No Benéfico,Privados,Ginecología,Madrid,CALLE,de Azcona,17,1ş F,28028,443112,4476119,40.43376807893921,-3.670711092113696
CS6274,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Dulzaina,7,1şC,28033,443809,4481371,40.48112802126956,-3.662958870297807
CS6276,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de León Felipe,6-F,ESCALERA DCHA,28038,445821,4471055,40.38832940561453,-3.638342627928706
CS6279,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Santiago Alío,10,LOCAL BAJO A,28038,445167,4471077,40.388484804514626,-3.646049556283765
CS6281,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Luchana,29,SEMISÓTANO DCHA,28010,440726,4475926,40.43186282832059,-3.698822153874927
CS6286,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Francisco Villaespesa,25,LOCAL,28017,445086,4475598,40.42920729796463,-3.6473940004269614
CS6291,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,AVDA,del Mediterráneo,7,1ş C,28007,442569,4473213,40.4075520145321,-3.6768502266500493
CS6295,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,AVDA,del Doctor Federico Rubio y Galí,108,,28040,439520,4478685,40.45663021571158,-3.713302177573429
CS6303,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Cardenal Tavera,3,LOCAL ,28050,444110,4482875,40.494697034184334,-3.6595404247108214
CS6304,Otros centros especializados,Privado No Benéfico,Privados,Obtención de muestras,Madrid,PASEO,de la Castellana,155,BAJO,28046,441461,4479175,40.461183336071194,-3.6904567829493002
CS6310,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Alcalde Sáinz de Baranda,74,1şIZDA.,28007,443375,4474274,40.417165295803684,-3.6674461993346505
CS6319,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Maquileros,6,LOCAL,28037,447141,4475010,40.42404336018944,-3.6231196224584012
CS6323,Consulta médica,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,de San Leopoldo,52,BAJO,28029,441252,4480182,40.47024005990549,-3.6930149623222692
CS6324,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Santa Engracia,141,2ş 1ş D,28003,440413,4477212,40.44342531945175,-3.7026326600242196
CS6326,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de los Cedros,5,LOCAL 1,28029,441278,4479850,40.46725110584351,-3.6926775477686107
CS6327,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PLAZA,de Peńa Horcajo,7,Local Izda.,28035,438850,4481791,40.48456112965792,-3.721502978620524
CS6328,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Doctor Lozano,13,BAJO,28038,443827,4472754,40.403502917561816,-3.661984566729219
CS6330,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Alfredo Marquerie,14,1ş LOCAL 16,28034,440087,4481962,40.48619174622596,-3.7069249616843045
CS6333,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de las Higueras,47,1ş C,28011,436786,4472995,40.405169148508655,-3.744978621922173
CS6336,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de Alberto Alcocer,27,1ş C,28036,442033,4478922,40.45894430113512,-3.6836874995846753
CS6337,Otros centros especializados,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de O'Donnell,20,1ş A,28009,442580,4474751,40.4214078861429,-3.6768594159810197
CS6338,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Alonso Cano,5,Bajo A,28010,440786,4476332,40.43552453478261,-3.6981526492995096
CS6342,Consulta médica,Privado No Benéfico,Privados,Oftalmología,Madrid,CALLE,de Cea Bermúdez,61,1ş DERECHA,28015,,,,
CS6343,Consulta médica,Privado No Benéfico,Privados,Medicina de la educación física y el deporte,Madrid,CALLE,de San Cugat del Vallés,S/N,,28034,440986,4483151,40.49696708789985,-3.696428963765759
CS6344,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de Logrońo,321,LOCAL,28042,450662,4480318,40.47207745591127,-3.58202736077932
CS6347,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,Vía Carpetana,348,,28047,436864,4471334,40.39021208011095,-3.743894755813694
CS6350,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Menorca,45,BAJO D,28009,442853,4474526,40.41939976281318,-3.673621321232072
CS6352,Otros centros especializados,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de Santońa,35,LOCAL,28026,439440,4470385,40.38185427499385,-3.7134553126148937
CS6358,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Pez Austral,12,BAJO D,28007,443463,4473723,40.41220757065368,-3.666360029232923
CS6359,Centro Polivalente,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Duque de Medinaceli,12,1ş DCHA.,28014,440960,4474007,40.41459220517993,-3.69588538497996
CS6363,Consulta médica,Privado No Benéfico,Privados,Psiquiatría,Madrid,PASEO,de la Habana,48,1ş IZQDA,28036,441732,4477968,40.4503291946751,-3.687149824018541
CS6373,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Juan Duque,27,LOCAL 5,28005,439024,4473648,40.411218586751446,-3.7186683079741885
CS6376,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Duque de Sesto,37,LOCAL,28009,442842,4474869,40.42248893016488,-3.6737818035260448
CS6383,Otros centros especializados,Privado No Benéfico,Privados,Cirugía estética,Madrid,AVDA,de Menéndez Pelayo,9,BAJO LOCAL 44,28009,442347,4474740,40.4212926812058,-3.6796048092495806
CS6385,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PASEO,de los Artilleros,23,BAJO POSTERIO,28032,448327,4473080,40.40673118078141,-3.608982639051764
CS6386,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Eugenia de Montijo,57,LOCAL,28025,436642,4470081,40.37890765370588,-3.7463856380809237
CS6388,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Arganda,4,BAJO R,28005,439861,4472330,40.39940630430718,-3.708679536541655
CS6391,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Ercilla,19,BAJO A,28005,440386,4472681,40.40260603667658,-3.702526235539128
CS6392,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,AVDA,de Pío XII,57,PORTAL E BAJO,28016,442714,4479760,40.46654060955043,-3.6757316731077467
CS6399,Consulta médica,Privado No Benéfico,Privados,Dermatología,Madrid,PASEO,de San Francisco de Sales,36,1ş,28003,439524,4477064,40.44202788737498,-3.713100636732548
CS6400,Consulta médica,Privado No Benéfico,Privados,Endocrinología,Madrid,CALLE,de las Canarias,10-12,BAJO 1,28045,440850,4472606,40.401963490262396,-3.6970516042058525
CS6403,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de López de Hoyos,124,1şD,28002,442875,4477298,40.44437284872669,-3.6736111468845865
CS6406,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Laguna,89,1ş B,28025,437023,4471451,40.39127810305064,-3.742033069140937
CS6407,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Ofelia Nieto,73,LOCAL,28039,439895,4479268,40.46190931568936,-3.708934949408996
CS6411,Otros centros especializados,Otros CESS Públicos de dependencia estatal,Otros Administración Central,Logopedia,Madrid,CALLE,del Río Bullaque,1,C/V ALFREDO M,28034,440699,4482205,40.48842472063929,-3.6997271048477303
CS6413,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Meléndez Valdés,39,BAJO LOCAL DCHA,28015,439470,4476054,40.43292545447969,-3.7136411177356377
CS6414,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Bravo Murillo,260,LOCAL,28020,440778,4479075,40.46023409651513,-3.698502747164129
CS6415,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Carlos IV,8,LOCAL 20-21,28037,447585,4476191,40.434710615303715,-3.6179832707267017
CS6420,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Duque de Sesto,7,1ş B,28009,442490,4474894,40.42268988782448,-3.6779331861666584
CS6421,Centro Polivalente,Privado No Benéfico,Privados,Urología,Madrid,CALLE,ANA DE AUSTRIA,47,PORTAL 4 - 1ş,28050,444438,4483090,40.49665587157955,-3.6556888951973416
CS6424,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,PLAZA,de Mariana Pineda,3,Local,28038,444289,4471536,40.39256149768965,-3.656433776543527
CS6427,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Orense,20,2ş  7,28020,441072,4477996,40.450534904496514,-3.6949352089808523
CS6428,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Arturo Soria,27,,28027,445663,4476924,40.441190537074746,-3.640705395167479
CS6430,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de Quero,99,BAJO,28024,435405,4471227,40.38913632167432,-3.761073031202266
CS6431,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Arte,1,Local,28033,443065,4481481,40.48206826724023,-3.671746122483482
CS6434,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Doctor Fleming,48,1ş A,28036,441704,4479222,40.46162381631884,-3.687595155811634
CS6437,Consulta médica,Privado No Benéfico,Privados,Psiquiatría,Madrid,CALLE,de Gaztambide,17,BAJO IZQDA A ,28015,439286,4475981,40.43225442881583,-3.7158033210266934
CS6439,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de la Reina Victoria,70,ENTRESUELO F,28003,439424,4477520,40.4461284421046,-3.714323181718557
CS6448,Centro Polivalente,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,PALAS DE REY,28-30,LOCALES,28050,443513,4484234,40.50689904527402,-3.66670617903483
CS6451,Consulta médica,Privado No Benéfico,Privados,Otorrinolaringología,Madrid,CALLE,del Príncipe de Vergara,211,ESC. IZQDA. 1,28002,442514,4478047,40.4510953121228,-3.677935529500002
CS6458,Centro Polivalente,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Ardemáns,8,BAJO LOCAL,28028,443087,4476051,40.43315379014774,-3.6709997343207403
CS6470,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,del Doctor Esquerdo,112,BAJO G,28007,443125,4473362,40.408932459256775,-3.6703112603288095
CS6479,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Alcalá,202,1ş B,28028,443721,4475747,40.430458339757735,-3.6634984856200785
CS6481,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de La Latina,13,LOCAL,28047,436296,4472523,40.40087983603442,-3.7507055783383656
CS6484,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Profesor Waksman,14,1ş D,28036,441716,4478574,40.455787191085925,-3.6873941261639853
CS6487,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Oliva de Plasencia,1 Y 3,1Ş PLANTA,28044,433840,4470068,40.37857280033138,-3.779390270639984
CS6488,Consulta médica,Privado No Benéfico,Privados,Medicina estética,Madrid,PASEO,de la Castellana,42,,28046,441651,4476096,40.43345967201097,-3.6879330478471153
CS6490,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Alcalde Sáinz de Baranda,15,7ş D,28009,442658,4474271,40.417089175432146,-3.6758967464030716
CS6492,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Villacarlos,3,BAJO A,28032,448429,4473044,40.406413193797,-3.6077776837626803
CS6493,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Hermosilla,117,2ş C,28009,443034,4475238,40.425826241541905,-3.6715517029790568
CS6494,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Cirugía menor ambulatoria,Madrid,CALLE,de Vicente Muzas,8,,28043,443951,4478843,40.45836421088698,-3.661060267674278
CS6495,Consulta médica,Privado No Benéfico,Privados,Oftalmología,Madrid,CALLE,de Florencio García,1 Y 3,BAJO ,28027,445730,4476497,40.437348260140446,-3.6398789506548366
CS6501,Consulta médica,Otros CESS Públicos de dependencia Autonómica,Comunidad Autónoma,Medicina de la educación física y el deporte,Madrid,CALLE,de Juan Esplandiu,1,,28007,443461,4474064,40.41527934907123,-3.666413905757356
CS6509,Consulta médica,Privado No Benéfico,Privados,Microbiología y Parasitología,Madrid,PLAZA,del Callao,1,4  LOCAL 13,28013,440094,4474588,40.419764241859774,-3.706146636124424
CS6513,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Nueva Caledonia,12,BAJO - PLANTA,28035,438847,4479311,40.46222020567406,-3.7212992697996046
CS6515,Servicio sanitario integrado en una organización no sanitaria,Municipio,Privados,Obtención de muestras,Madrid,CALLE,del Cerro de la Plata,4,,28007,442721,4472425,40.400463752795204,-3.6749880427268207
CS6519,Otros centros especializados,Otros CESS Públicos,Municipal,Medicina general/de familia,Madrid,CALLE,de Eugenia de Montijo,90,,28025,436478,4470013,40.37828259467631,-3.7483106978530696
CS6520,Otros centros especializados,Municipio,Municipal,Vacunación,Madrid,CALLE,de Sierra Gador,68,,28031,447200,4470095,40.37976962599601,-3.622016468557842
CS6521,Otros centros especializados,Municipio,Municipal,Enfermería,Madrid,PLAZA,de Agustín González,1,,28017,445108,4475423,40.42763225230898,-3.6471195422160863
CS6522,Otros centros especializados,Municipio,Municipal,Enfermería,Madrid,CALLE,de las Navas de Tolosa,10,,28013,440026,4474531,40.41924586145707,-3.706942758550134
